	SMPL0	SMPL1	SMPL2	SMPL3	SMPL4	SMPL5	SMPL6	SMPL7	SMPL8	SMPL9	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19
OTU3321	0	7	0	29	5	0	58	27	79	19	2	0	0	0	0	0	0	0	0	0
OTU3322	0	7	23	25	35	26	24	36	36	12	0	2	0	0	0	0	0	0	0	0
OTU3323	0	12	1	0	37	60	3	98	3	8	0	0	0	2	0	0	2	0	0	0
OTU3324	0	0	225	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3325	0	5	0	0	3	1	0	0	3	5	0	0	0	5	0	47	75	80	0	2
OTU3326	0	0	150	0	0	0	0	6	8	0	0	0	0	0	0	0	22	39	0	0
OTU3327	0	6	0	0	5	0	0	13	6	38	0	0	5	0	14	0	14	93	25	6
OTU3328	0	21	0	0	0	3	12	87	42	11	1	5	0	14	5	2	3	6	11	2
OTU3329	0	6	0	0	0	6	28	54	37	2	0	0	0	0	0	2	0	65	14	11
OTU3330	0	1	0	0	4	0	52	74	34	11	2	1	6	0	0	0	0	14	11	15
OTU3331	0	2	12	47	25	28	44	29	28	6	0	3	0	0	0	0	0	0	0	0
OTU3332	0	7	0	0	4	1	30	78	20	5	0	0	4	2	0	0	6	51	8	8
OTU3333	0	0	0	38	0	17	44	61	46	10	0	0	0	0	0	0	0	0	8	0
OTU3334	0	28	0	0	0	1	182	0	0	0	0	0	0	0	0	2	0	0	9	2
OTU3335	0	0	0	0	223	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU3336	0	0	0	0	1	7	8	126	38	25	0	2	0	7	1	5	4	0	0	0
OTU3337	97	0	0	0	0	0	1	14	7	0	0	0	0	1	4	0	0	66	23	11
OTU3338	0	83	30	0	39	27	7	9	15	8	2	0	1	1	2	0	0	0	0	0
OTU3339	0	1	0	0	17	9	6	130	23	17	1	0	0	6	4	6	4	0	0	0
OTU3340	0	8	1	0	55	34	7	1	14	76	0	1	0	1	1	0	20	3	1	0
OTU3341	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3342	0	0	0	214	0	0	0	2	5	0	0	0	0	0	0	1	0	1	0	0
OTU3343	0	0	0	0	4	0	8	22	6	0	0	0	1	0	0	0	27	89	14	52
OTU3344	0	78	44	10	44	21	9	3	11	3	0	0	0	0	0	0	0	0	0	0
OTU3345	0	1	0	0	0	10	1	7	11	0	0	0	2	0	1	0	7	73	78	32
OTU3346	0	0	0	0	2	2	5	12	3	11	0	0	0	0	0	0	33	134	10	10
OTU3347	0	7	1	5	0	0	14	4	1	2	2	0	21	8	3	7	12	117	16	2
OTU3348	0	0	0	0	0	0	199	22	1	0	0	0	0	0	0	0	0	0	0	0
OTU3349	39	0	130	0	1	0	0	0	1	0	0	0	0	1	1	1	2	43	0	3
OTU3350	0	0	0	1	0	0	8	3	37	1	0	0	0	1	19	2	21	78	17	34
OTU3351	0	50	16	11	15	26	8	1	6	15	0	1	0	0	1	3	15	29	18	7
OTU3352	0	2	0	4	10	4	12	29	15	4	1	0	2	2	4	0	8	119	4	2
OTU3353	0	0	48	0	0	11	8	6	0	8	0	0	2	1	1	0	67	53	17	0
OTU3354	0	15	5	0	0	0	7	17	22	4	0	0	4	26	29	11	40	5	21	16
OTU3355	0	14	2	0	7	127	31	17	14	10	0	0	0	0	0	0	0	0	0	0
OTU3356	0	62	5	1	16	18	17	38	36	8	0	1	0	0	1	0	11	4	1	3
OTU3357	0	0	0	0	0	3	1	3	5	0	0	0	1	3	0	2	24	159	15	6
OTU3358	0	9	11	1	1	17	6	6	8	3	0	0	0	0	0	2	15	64	8	71
OTU3359	0	2	0	0	4	11	18	75	64	22	1	2	0	3	2	3	11	1	1	1
OTU3360	1	0	0	7	0	2	0	8	0	0	0	0	1	2	6	4	110	0	21	59
OTU3361	0	29	0	0	5	1	7	12	14	16	0	1	1	0	0	0	10	64	32	29
OTU3362	0	10	27	12	18	32	27	34	44	12	1	3	0	0	0	0	0	0	0	1
OTU3363	0	91	55	4	23	10	20	2	9	2	0	1	0	0	2	1	0	1	0	0
OTU3364	0	0	0	0	21	22	18	1	68	63	2	0	0	3	2	6	14	0	1	0
OTU3365	0	0	0	0	0	1	20	102	72	9	0	1	0	0	0	0	0	8	0	7
OTU3366	0	0	0	0	0	0	0	22	15	3	0	0	6	0	5	0	0	165	4	0
OTU3367	0	0	0	0	0	45	89	45	0	8	8	0	0	1	0	0	0	0	24	0
OTU3368	0	11	0	0	1	0	9	150	26	0	0	0	0	3	1	13	2	3	1	0
OTU3369	0	3	1	0	9	13	15	57	61	23	1	3	0	5	1	2	20	3	2	1
OTU3370	0	5	1	7	1	2	2	2	1	2	0	0	1	2	1	0	28	103	38	23
OTU3371	0	1	9	1	16	2	24	10	34	55	5	3	2	3	2	3	10	15	6	18
OTU3372	0	1	0	0	5	5	3	18	5	6	0	0	1	0	0	0	23	86	66	0
OTU3373	0	0	0	0	0	64	3	5	3	0	0	5	3	0	0	0	0	80	45	11
OTU3374	0	24	19	3	21	22	41	2	37	4	4	0	1	1	4	2	13	7	14	0
OTU3375	0	2	0	0	0	1	33	21	16	4	2	0	3	2	4	0	13	99	10	8
OTU3376	0	0	0	0	5	4	41	67	40	47	5	8	0	0	0	1	0	0	0	0
OTU3377	0	4	0	1	3	0	27	37	21	4	0	0	1	0	1	0	6	104	5	4
OTU3378	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	7	12	0	189
OTU3379	0	10	1	28	12	11	20	5	54	7	2	2	0	7	3	15	8	17	15	0
OTU3380	0	23	3	0	26	14	4	1	4	1	0	0	1	1	41	79	14	4	1	0
OTU3381	0	27	2	0	18	3	14	77	28	24	1	1	0	5	8	8	1	0	0	0
OTU3382	0	13	15	0	3	7	7	2	6	7	0	0	0	6	4	0	23	88	25	11
OTU3383	0	27	26	34	14	13	19	16	42	20	1	1	0	0	0	0	1	2	0	1
OTU3384	0	20	2	4	2	31	37	40	21	11	1	1	2	0	1	0	0	20	24	0
OTU3385	0	0	0	68	4	3	20	58	47	3	0	1	0	0	0	2	11	0	0	0
OTU3386	0	21	0	0	14	0	1	0	4	3	0	0	2	17	6	4	39	59	22	24
OTU3387	117	3	1	1	0	0	0	0	0	89	4	0	0	0	0	0	0	1	0	0
OTU3388	0	61	6	0	40	7	0	0	5	0	0	0	0	0	26	44	20	6	1	0
OTU3389	0	1	0	0	5	57	55	19	43	9	0	23	0	0	0	0	1	1	2	0
OTU3390	0	31	38	15	14	18	19	10	26	25	0	0	0	0	0	0	4	8	6	2
OTU3391	0	0	11	0	194	5	3	1	0	1	0	0	0	0	0	0	0	1	0	0
OTU3392	172	4	0	1	0	0	0	0	0	30	7	0	0	0	0	0	0	0	2	0
OTU3393	0	6	9	12	2	18	28	43	81	10	3	2	0	0	0	0	1	1	0	0
OTU3394	0	24	3	0	137	11	0	16	8	6	1	0	0	3	0	0	5	0	1	0
OTU3395	0	4	0	11	0	3	65	96	23	4	0	0	0	0	0	0	0	0	0	9
OTU3396	0	2	0	147	0	0	6	5	1	0	0	0	0	0	0	0	26	28	0	0
OTU3397	0	5	46	0	29	7	54	0	0	0	0	2	0	0	18	0	0	54	0	0
OTU3398	0	8	0	1	3	0	24	33	24	2	2	0	2	1	1	0	21	88	2	3
OTU3399	0	24	6	38	19	49	19	27	28	2	0	0	0	0	0	0	1	1	0	1
OTU3400	0	0	0	0	0	0	129	34	15	9	0	0	0	0	0	0	0	23	5	0
OTU3401	192	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0	15	0	0	2
OTU3402	0	0	0	0	11	1	45	45	29	14	0	0	0	0	10	4	32	0	11	12
OTU3403	0	0	0	17	4	1	67	79	18	15	0	0	0	0	0	0	0	0	0	13
OTU3404	180	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	27	0	0
OTU3405	0	21	15	18	39	17	16	29	36	13	4	0	0	0	0	0	1	4	1	0
OTU3406	0	118	33	0	23	17	6	4	3	7	0	0	0	0	0	0	0	2	1	0
OTU3407	0	0	0	0	0	0	4	5	0	3	0	0	0	0	0	0	0	164	31	7
OTU3408	0	51	7	0	23	12	2	3	1	0	0	0	1	0	29	60	16	6	2	1
OTU3409	0	103	13	0	16	50	19	0	1	7	0	0	0	0	0	0	0	3	0	1
OTU3410	0	12	3	4	7	1	0	5	0	0	0	0	0	12	5	18	24	111	4	7
OTU3411	0	0	0	0	1	0	1	0	5	3	0	0	0	1	0	0	4	174	13	11
OTU3412	0	15	0	25	3	9	2	1	0	0	0	0	2	0	45	3	12	96	0	0
OTU3413	0	0	1	0	0	1	29	102	53	20	0	1	0	0	0	0	0	5	1	0
OTU3414	0	0	193	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	11	0
OTU3415	0	0	0	0	0	0	8	15	1	2	0	0	0	25	1	45	37	31	31	17
OTU3416	0	0	0	0	0	0	1	1	4	3	0	0	1	7	3	3	39	42	88	21
OTU3417	0	0	0	0	0	0	24	178	10	0	0	0	0	0	0	1	0	0	0	0
OTU3418	0	2	0	99	10	0	23	41	32	2	0	0	0	0	0	0	0	0	4	0
OTU3419	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	68	92	39	8
OTU3420	0	5	9	18	9	3	58	26	8	39	0	4	0	0	0	0	1	27	4	1
OTU3421	0	25	20	0	33	26	20	20	59	8	0	0	0	0	1	0	0	0	0	0
OTU3422	0	5	11	2	11	33	3	45	76	3	0	1	1	7	1	0	5	6	2	0
OTU3423	0	33	5	3	24	65	25	12	0	0	1	0	0	2	0	14	0	17	8	3
OTU3424	0	0	202	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0
OTU3425	0	11	5	0	1	1	25	25	55	76	1	1	0	0	0	0	3	4	2	1
OTU3426	0	6	0	0	0	8	11	40	18	9	0	0	10	1	0	1	13	65	22	7
OTU3427	0	10	0	0	31	19	73	62	7	9	0	0	0	0	0	0	0	0	0	0
OTU3428	0	2	0	1	0	5	8	27	31	7	0	0	0	5	5	0	22	71	20	7
OTU3429	0	4	0	0	0	0	1	0	1	115	2	4	0	6	19	34	25	0	0	0
OTU3430	0	31	5	125	3	8	5	7	10	3	0	3	1	0	0	0	0	8	1	1
OTU3431	0	11	2	3	3	0	18	43	20	0	0	0	0	2	6	76	3	16	7	1
OTU3432	0	0	0	0	44	0	50	0	0	1	0	0	1	31	0	32	0	52	0	0
OTU3433	0	0	0	0	0	0	0	16	3	5	0	0	1	0	0	8	24	144	9	0
OTU3434	0	0	0	2	0	0	19	14	20	3	0	0	0	5	9	0	31	76	20	11
OTU3435	0	8	24	0	8	65	14	19	22	4	1	0	1	1	2	11	9	9	10	2
OTU3436	0	4	1	0	3	5	69	62	24	17	1	1	0	2	0	0	8	10	3	0
OTU3437	0	63	33	14	19	20	10	9	14	8	0	0	0	0	1	0	2	11	3	3
OTU3438	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3439	0	0	0	0	0	0	2	3	7	0	0	2	1	0	21	9	23	85	46	10
OTU3440	0	8	22	13	17	21	60	8	50	6	0	0	0	0	1	0	1	1	1	0
OTU3441	0	7	0	0	6	4	0	21	2	6	0	0	1	0	0	0	0	129	19	14
OTU3442	0	25	3	33	7	12	5	7	0	0	0	0	2	0	0	9	1	50	33	22
OTU3443	0	43	15	0	5	6	11	59	36	16	1	1	0	0	0	0	4	10	1	1
OTU3444	0	32	0	4	25	13	1	62	29	23	0	0	0	2	0	5	0	5	6	1
OTU3445	1	0	0	0	0	5	10	8	6	0	0	0	2	0	0	0	59	83	25	9
OTU3446	0	3	0	0	1	99	22	5	53	3	1	2	0	0	1	0	15	2	0	1
OTU3447	0	0	0	0	0	0	0	56	96	0	0	0	0	0	0	0	0	56	0	0
OTU3448	198	6	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU3449	0	24	2	12	8	20	9	5	0	0	1	0	0	0	0	12	1	61	33	20
OTU3450	0	0	0	132	31	34	5	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU3451	0	0	0	0	0	21	67	55	0	14	0	2	0	7	10	0	14	11	7	0
OTU3452	0	27	45	6	24	7	12	16	18	32	7	0	1	0	1	0	5	2	2	2
OTU3453	0	0	0	5	0	0	0	0	4	0	0	0	2	7	0	0	53	95	24	17
OTU3454	0	12	0	1	0	1	4	5	16	32	0	0	1	0	0	0	16	12	86	21
OTU3455	0	0	176	0	1	9	0	0	0	0	0	0	1	0	20	0	0	0	0	0
OTU3456	0	3	0	0	0	1	5	9	4	8	0	0	0	11	2	0	11	77	49	27
OTU3457	0	1	0	0	8	3	11	15	30	1	0	0	0	3	0	0	40	94	1	0
OTU3458	0	23	2	0	5	8	3	108	16	11	5	3	0	2	7	3	8	0	2	0
OTU3459	0	30	0	151	8	13	2	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU3460	0	0	0	33	61	11	3	0	54	4	0	0	0	0	0	30	0	9	0	1
OTU3461	0	18	0	0	6	19	12	37	18	5	3	2	6	8	5	14	11	19	22	1
OTU3462	0	20	11	1	30	8	22	1	35	27	1	0	0	1	0	1	4	29	12	3
OTU3463	0	6	0	0	1	1	15	34	34	2	0	0	0	5	0	0	1	82	15	10
OTU3464	0	46	12	80	18	12	1	9	27	1	0	0	0	0	0	0	0	0	0	0
OTU3465	0	9	2	5	1	3	12	12	12	8	0	1	1	1	2	0	17	65	35	19
OTU3466	0	4	1	196	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0
OTU3467	0	0	1	0	0	0	47	93	48	6	1	0	1	1	0	0	7	0	0	0
OTU3468	0	25	28	71	4	20	29	14	6	5	0	0	0	0	0	1	0	1	1	0
OTU3469	0	0	0	0	55	131	0	13	0	0	0	0	0	0	0	0	0	0	6	0
OTU3470	0	22	40	0	44	31	12	17	38	1	0	0	0	0	0	0	0	0	0	0
OTU3471	0	0	178	2	0	2	0	0	19	0	2	0	1	0	0	1	0	0	0	0
OTU3472	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3473	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	27	5	1
OTU3474	0	9	0	0	0	0	0	15	3	0	1	0	1	0	22	0	52	42	16	43
OTU3475	0	5	0	0	3	0	9	24	24	5	0	0	1	8	3	10	32	20	44	16
OTU3476	0	43	32	0	68	12	4	9	5	8	3	0	0	3	4	3	6	3	0	1
OTU3477	0	17	1	0	28	31	18	60	7	20	0	0	0	11	4	0	1	2	1	3
OTU3478	0	151	1	0	0	1	19	0	22	1	0	0	0	0	0	0	2	1	6	0
OTU3479	0	1	73	12	21	0	63	1	1	5	0	3	0	0	0	0	5	14	2	2
OTU3480	0	3	3	0	5	6	40	67	33	31	0	3	0	0	0	0	8	3	1	0
OTU3481	0	14	9	5	8	65	35	3	54	9	0	1	0	0	0	0	0	0	0	0
OTU3482	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3483	0	106	21	0	20	18	2	7	25	3	0	0	0	0	0	0	1	0	0	0
OTU3484	0	0	0	0	0	2	1	2	12	4	1	0	1	7	1	5	44	87	24	12
OTU3485	202	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3486	0	3	0	0	2	0	17	0	64	13	1	17	1	1	43	14	20	5	2	0
OTU3487	142	0	0	46	1	0	1	5	3	0	0	1	0	1	1	0	0	2	0	0
OTU3488	0	44	20	35	51	9	16	12	9	4	0	0	0	0	0	1	1	0	1	0
OTU3489	0	2	0	182	0	0	3	6	3	4	0	0	0	0	3	0	0	0	0	0
OTU3490	0	1	1	4	10	1	18	6	8	9	0	0	2	1	5	3	22	86	16	10
OTU3491	0	1	14	43	17	26	38	29	13	19	1	0	0	0	0	0	1	0	0	0
OTU3492	0	0	0	0	6	1	3	1	0	0	0	0	0	0	0	0	0	191	0	0
OTU3493	0	0	0	0	0	2	22	11	18	3	0	0	0	0	6	5	0	32	96	7
OTU3494	0	1	2	3	3	2	50	49	75	15	2	0	0	0	0	0	0	0	0	0
OTU3495	0	12	1	0	33	50	16	53	11	17	0	0	0	1	1	0	5	1	1	0
OTU3496	0	8	2	29	6	16	42	43	47	5	0	4	0	0	0	0	0	0	0	0
OTU3497	0	5	0	0	3	3	21	74	75	19	2	0	0	0	0	0	0	0	0	0
OTU3498	0	3	0	10	25	18	1	0	5	34	0	4	0	12	23	6	17	39	0	5
OTU3499	0	33	10	0	36	3	16	41	31	12	2	1	0	1	11	0	1	3	0	1
OTU3500	0	35	58	51	12	18	9	2	4	12	0	0	0	0	0	0	0	1	0	0
OTU3501	0	0	0	0	0	1	2	40	39	1	0	0	1	1	0	1	23	84	1	7
OTU3502	0	1	0	0	1	2	9	45	71	8	2	2	0	1	0	0	48	10	0	1
OTU3503	0	2	7	0	25	26	51	11	20	9	2	0	1	0	11	2	33	1	0	0
OTU3504	0	35	0	0	2	0	12	39	2	6	1	0	0	0	0	4	70	0	16	14
OTU3505	0	0	0	0	0	0	21	35	24	5	0	0	0	0	0	0	5	100	11	0
OTU3506	0	20	5	0	4	86	11	57	9	6	0	0	0	0	0	0	2	0	1	0
OTU3507	0	31	6	14	11	10	31	29	53	11	1	0	0	0	0	0	1	0	1	2
OTU3508	0	78	11	0	39	14	2	2	1	0	0	0	1	0	18	17	11	5	1	0
OTU3509	0	17	0	0	0	0	0	13	8	13	1	0	0	0	0	15	5	65	49	14
OTU3510	0	0	0	0	5	0	6	14	15	1	0	0	2	0	0	0	21	91	31	14
OTU3511	0	0	0	180	0	0	0	5	11	1	0	0	0	0	0	0	3	0	0	0
OTU3512	0	1	0	0	0	4	1	15	3	2	0	3	1	2	0	0	23	115	8	21
OTU3513	0	3	0	1	4	0	5	2	1	2	0	0	5	0	1	2	33	14	20	106
OTU3514	0	0	0	165	1	1	4	10	14	4	0	0	0	0	0	0	0	0	0	0
OTU3515	0	12	11	0	5	9	1	25	20	3	1	0	0	2	0	8	27	19	29	27
OTU3516	3	0	1	186	1	1	0	4	2	1	0	0	0	0	0	0	0	0	0	0
OTU3517	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3518	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3519	0	1	0	0	0	1	0	0	9	0	0	0	1	2	0	0	9	94	43	39
OTU3520	0	0	0	0	0	1	132	25	18	2	0	0	2	0	15	0	1	3	0	0
OTU3521	0	6	0	0	0	0	1	9	14	0	0	0	0	0	0	0	50	86	23	10
OTU3522	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3523	0	21	1	1	2	2	4	22	26	1	2	0	5	15	10	2	46	9	17	13
OTU3524	0	0	0	190	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0
OTU3525	0	8	0	1	4	9	16	78	63	14	1	0	1	0	0	0	2	0	1	0
OTU3526	0	31	22	41	4	4	4	6	3	5	0	0	3	1	2	0	13	31	15	13
OTU3527	0	0	0	0	0	4	2	3	2	0	0	0	1	0	5	2	52	94	18	15
OTU3528	0	68	1	106	7	7	2	1	0	2	0	2	0	0	0	0	0	1	0	1
OTU3529	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3530	0	102	13	0	0	80	2	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU3531	0	0	0	3	8	3	33	40	70	34	0	1	0	0	0	0	1	1	4	0
OTU3532	0	38	36	17	41	44	11	4	4	2	0	1	0	0	0	0	0	0	0	0
OTU3533	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3534	0	3	0	0	0	6	24	38	30	5	0	0	0	2	0	0	10	72	2	5
OTU3535	0	13	1	15	10	8	17	18	11	13	0	3	2	0	1	0	6	64	14	1
OTU3536	0	0	0	0	0	0	0	0	40	5	1	0	1	1	1	12	64	37	13	22
OTU3537	0	0	0	10	0	0	98	0	50	0	0	0	0	14	0	0	0	25	0	0
OTU3538	0	75	9	0	19	18	3	2	6	2	0	0	0	0	20	24	13	4	2	0
OTU3539	0	0	0	0	0	0	4	7	2	25	0	0	3	98	12	1	0	33	0	12
OTU3540	159	0	32	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0
OTU3541	0	4	0	0	1	2	1	0	4	4	38	14	0	0	0	15	0	42	0	71
OTU3542	0	0	0	0	0	0	0	195	0	0	0	0	0	0	1	0	0	0	0	0
OTU3543	0	5	0	0	0	4	12	6	3	0	0	0	18	0	0	0	62	60	18	8
OTU3544	0	3	1	0	2	10	26	88	45	8	1	1	0	2	2	1	5	0	0	1
OTU3545	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	42	99	45	0
OTU3546	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU3547	25	11	0	6	10	0	5	62	57	0	0	0	1	0	1	3	6	0	4	5
OTU3548	0	0	0	0	0	0	1	113	9	3	0	1	2	0	0	0	0	52	0	15
OTU3549	0	8	0	4	0	5	27	21	16	3	0	0	0	0	1	0	12	86	11	2
OTU3550	0	1	1	32	0	5	1	6	15	5	0	0	5	7	0	5	23	43	18	29
OTU3551	0	2	0	0	2	12	1	8	5	0	0	0	1	0	0	0	0	94	71	0
OTU3552	0	90	0	0	1	0	3	15	0	1	0	0	0	2	5	0	0	0	0	78
OTU3553	0	0	4	0	14	0	0	100	0	75	1	0	0	0	0	0	0	0	1	0
OTU3554	0	0	0	118	0	7	28	0	2	0	0	0	3	0	0	0	0	22	15	0
OTU3555	0	11	6	2	5	6	38	77	8	9	1	3	0	0	0	0	0	18	5	6
OTU3556	0	2	9	0	9	2	81	2	71	9	2	0	0	0	0	3	2	1	2	0
OTU3557	0	4	1	176	2	0	2	2	1	2	0	1	0	0	1	0	2	1	0	0
OTU3558	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3559	0	62	1	0	16	4	20	21	38	20	0	2	0	8	2	1	0	0	0	0
OTU3560	0	4	8	6	13	14	33	65	41	11	0	0	0	0	0	0	0	0	0	0
OTU3561	0	186	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
OTU3562	0	1	6	2	5	30	67	2	39	18	1	6	0	1	0	1	4	5	5	1
OTU3563	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3564	0	0	0	191	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
OTU3565	0	1	0	0	1	2	3	19	22	0	0	1	0	1	0	0	42	66	27	9
OTU3566	0	3	6	109	8	8	2	0	2	6	0	0	3	3	0	0	4	4	3	33
OTU3567	0	0	0	11	0	0	1	74	20	9	0	1	0	11	54	7	0	5	0	1
OTU3568	0	160	1	0	0	0	7	0	20	1	0	0	0	0	0	0	1	0	4	0
OTU3569	0	5	0	0	3	3	12	9	4	2	0	0	9	0	3	0	26	66	41	11
OTU3570	0	3	18	24	21	19	28	37	38	3	1	1	0	0	0	0	0	0	0	0
OTU3571	0	0	0	0	1	0	2	12	7	4	0	0	0	0	0	1	27	97	29	13
OTU3572	0	6	6	52	3	3	1	3	8	4	0	0	1	2	0	2	7	57	22	16
OTU3573	0	0	0	118	4	0	1	13	11	0	2	0	0	29	2	5	4	4	0	0
OTU3574	0	78	35	1	31	15	7	5	16	3	2	0	0	0	0	0	0	0	0	0
OTU3575	0	0	0	1	1	12	21	25	7	11	1	0	1	3	4	15	13	70	0	8
OTU3576	0	0	0	0	0	29	6	1	4	1	1	0	6	1	0	17	19	71	26	10
OTU3577	0	11	0	0	2	5	19	10	6	11	0	2	2	2	10	0	8	99	3	2
OTU3578	0	0	0	0	0	2	0	0	0	2	1	2	1	4	0	2	43	88	28	19
OTU3579	0	0	0	3	0	0	0	81	1	0	0	0	0	0	0	0	31	66	1	9
OTU3580	0	5	0	2	0	2	2	17	7	0	0	0	2	0	0	0	23	71	22	39
OTU3581	0	11	0	0	5	63	18	36	40	2	0	0	0	1	7	4	4	0	1	0
OTU3582	0	31	7	1	20	10	5	113	5	0	0	0	0	0	0	0	0	0	0	0
OTU3583	0	23	60	15	26	21	15	8	9	12	2	1	0	0	0	0	0	0	0	0
OTU3584	0	14	0	29	0	3	15	29	76	4	4	0	2	2	0	1	6	2	1	4
OTU3585	0	59	0	21	18	33	3	7	10	28	0	1	0	0	0	0	0	0	12	0
OTU3586	0	13	6	0	8	28	11	55	59	9	3	0	0	0	0	0	0	0	0	0
OTU3587	78	4	0	7	5	7	31	17	15	1	2	1	0	1	0	0	23	0	0	0
OTU3588	0	30	9	40	6	3	13	13	10	6	1	2	0	3	1	3	11	20	12	8
OTU3589	0	0	0	6	2	29	15	13	0	4	0	0	0	0	0	0	0	76	46	0
OTU3590	0	13	0	4	38	26	23	0	0	8	0	0	11	0	0	2	41	15	2	8
OTU3591	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	7	76	0	0
OTU3592	0	6	0	0	1	3	6	142	0	0	0	0	4	0	2	0	3	12	12	0
OTU3593	0	0	0	0	0	3	3	2	1	0	0	0	0	3	1	23	137	13	0	5
OTU3594	0	18	0	0	0	1	29	15	5	1	0	0	1	0	0	0	23	81	6	11
OTU3595	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	126	28	29
OTU3596	0	0	0	0	0	3	28	77	31	7	0	0	0	0	2	0	0	24	17	1
OTU3597	0	24	4	0	27	5	10	39	27	28	1	3	1	5	6	6	3	1	0	0
OTU3598	0	4	3	0	0	3	18	48	66	0	0	0	0	0	13	3	13	7	9	3
OTU3599	0	0	0	3	1	1	51	53	76	1	4	0	0	0	0	0	0	0	0	0
OTU3600	0	16	4	0	20	15	35	25	28	24	2	1	0	3	0	3	4	4	2	4
OTU3601	0	0	0	1	2	4	75	47	25	29	2	5	0	0	0	0	0	0	0	0
OTU3602	0	0	0	0	0	14	12	93	0	0	0	1	4	0	0	0	0	43	0	23
OTU3603	0	0	1	0	0	2	4	2	16	0	0	0	2	4	2	2	25	66	47	17
OTU3604	0	21	3	0	0	4	33	31	28	6	1	0	0	9	2	5	0	11	2	34
OTU3605	0	36	43	2	17	12	28	3	26	7	2	1	0	0	0	1	3	3	6	0
OTU3606	0	3	0	5	0	6	0	6	1	2	0	0	0	0	0	0	34	86	25	22
OTU3607	0	9	7	27	14	1	18	31	21	20	0	1	0	0	0	0	6	30	1	4
OTU3608	0	37	1	0	11	7	12	43	15	1	0	0	2	5	0	1	5	39	8	3
OTU3609	0	6	0	0	1	5	2	16	32	2	0	0	0	0	1	1	49	40	26	9
OTU3610	0	74	41	0	32	17	5	3	11	4	0	0	0	0	0	1	1	1	0	0
OTU3611	5	4	0	80	0	0	11	41	34	4	1	1	1	0	0	0	3	1	4	0
OTU3612	0	12	12	9	8	38	25	50	25	9	0	1	0	0	0	0	0	0	0	0
OTU3613	0	0	23	0	75	1	5	7	7	4	2	0	0	1	0	0	38	12	8	6
OTU3614	0	52	0	0	4	2	6	4	15	0	0	2	4	0	1	0	59	25	14	1
OTU3615	0	152	0	0	0	0	0	35	0	0	0	0	2	0	0	0	0	0	0	0
OTU3616	1	1	11	155	0	0	7	3	5	3	0	0	1	0	0	0	1	1	0	0
OTU3617	0	7	31	0	7	3	2	16	80	14	6	1	0	0	4	6	3	2	6	1
OTU3618	0	0	0	0	7	0	54	32	38	3	0	0	0	1	0	0	20	0	12	22
OTU3619	0	0	0	1	0	2	39	85	42	0	0	1	0	0	0	0	5	11	3	0
OTU3620	0	8	10	7	12	21	20	53	43	15	0	0	0	0	0	0	0	0	0	0
OTU3621	0	0	0	0	0	13	0	31	16	2	0	0	3	3	9	0	45	12	25	30
